Title,Link
对宁夏回族自治区认定机构2024年认定报备的第二批高新技术企业进行备案的公...,/gqrdw/c101441/202411/91d999ab62ee4da8a68e67a7bf1b6d5e.shtml
对河南省认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101426/202411/78c9aef6632d4164935dd1bcd4ea97d1.shtml
对青岛市认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101425/202411/86b35957ccf44105b11390a1590a76d6.shtml
对湖南省认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101464/202411/4dd2ac3fdabc46df80304f6b76efa89b.shtml
对广东省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101429/202411/106cc54f65d0471b9700db49608da237.shtml
对江苏省认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101417/202411/bdd73d3865fa43e9b76cff227a3053c8.shtml
对江西省认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101423/202411/36aefb42145b4c69ac1e7d7b30b62f99.shtml
对青海省认定机构2024年认定报备的高新技术企业进行备案的公示,/gqrdw/c101440/202411/173be8518c2a475a96d85624c704d0fb.shtml
对青海省认定机构2024年认定报备的高新技术企业进行备案的公示,/gqrdw/c101440/202411/20f13e5efda74278b73d7f1fb46d57ad.shtml
河北省认定机构：关于公布2024年第二批更名（含重大变化）高新技术企业名单...,/gqrdw/c101488/202411/15181a4459e649779915cd9bf26e1d63.shtml
对云南省认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101472/202411/6beea6ef4936400baa02a48ded4c9ddb.shtml
对云南省认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101472/202411/d1bd22946a1a430182ff1527a6c22ab0.shtml
对山西省认定机构2024年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101446/202411/404744a178a240ee8faa9dc7aa041903.shtml
对山西省认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101446/202411/087361fd28e24325b38e27b48916920e.shtml
对黑龙江省认定机构2024年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101451/202411/5ea8f8f93a0b473cbff9ade45c8480d0.shtml
对黑龙江省认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101451/202411/5747bdf06d1147c99d1bd85dee375c6b.shtml
对西藏自治区认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101473/202411/beb5c5583ecb4fe190ba204a76f02d52.shtml
对重庆市认定机构2024年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101469/202411/62be0b36b6ea4b83b2ee18c24e29de05.shtml
对甘肃省认定机构2024年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101475/202411/ec115153b9ad43d0bf84f9bdfefab4b6.shtml
对甘肃省认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101475/202411/d6c289d453c74feda244d0b9f9101bd3.shtml
对新疆维吾尔自治区认定机构2024年认定报备的第一批高新技术企业进行备案的...,/gqrdw/c101478/202411/617596cabd574d5dabd03b94c72f515c.shtml
对重庆市认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101469/202411/c2900642e910469c9567720899156b0c.shtml
对河南省认定机构2024年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101462/202411/9350964997554a188dc5c2fd0ef23a34.shtml
对新疆维吾尔自治区认定机构2024年认定报备的第二批高新技术企业进行备案的...,/gqrdw/c101478/202411/007a1611857a4442bb03376235ce179d.shtml
对河北省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101409/202411/9cf5c1733d3141588f75bcb1183a6cdc.shtml
对厦门市认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101422/202411/5c672a1c1eba4b76930b1ffc8670b9be.shtml
山西省认定机构：山西省科学技术厅 山西省财政厅 国家税务总局山西省税务局...,/gqrdw/c101525/202411/da67803ccf134dcaae4b9ae7af5008a2.shtml
河北省认定机构：河北省高新技术企业认定管理工作领导小组关于取消河北中领...,/gqrdw/c101524/202411/b77bd8927eb34e2ba94c25e87c7d0c1e.shtml
湖南省认定机构：关于取消湖南省湘棋送变电建设有限公司等78家企业高新技术...,/gqrdw/c101543/202411/f47f94d87a4d4bd4bf2d8551086950b7.shtml
对江苏省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101417/202411/f81bdda2bf4845f58324545dc8ecd744.shtml
贵州省认定机构：关于贵州省取消57家企业高新技术企业资格的公告,/gqrdw/c101550/202411/e8ca9a7a63a344feb8fdfe895805ce59.shtml
对四川省认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101434/202411/79e6cc1a9e2f4bd6a541b1222e4aef34.shtml
对湖南省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101428/202411/bb0fe81bf9874f22b198878c534b2405.shtml
对吉林省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101414/202411/fcb2806f5cff4df1ad8dcf56be85baa6.shtml
对云南省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101436/202411/b1cc6bf94d814f80a91df69fe352339d.shtml
对山西省认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101410/202411/e5e97e82e13d44bd9b0a29afdf168994.shtml
对山西省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101410/202411/d361ecbd5360442d81df0d6107516008.shtml
重庆市认定机构：重庆市高新技术企业认定管理机构办公室关于重庆市2024年第...,/gqrdw/c101584/202410/0d28dd54cb64463b98b9384445968e18.shtml
对天津市认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101408/202410/0709caa5248343029ded692aad20df74.shtml
对北京市认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101407/202410/279bf91ec60f41a18855d9e0b8399baa.shtml
对北京市认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101407/202410/e1b03a0bed874326a08315c9dd6422d5.shtml
山西省认定机构：山西省科学技术厅 山西省财政厅 国家税务总局山西省税务局...,/gqrdw/c101489/202410/637c86f3a79e4f4b9f5387d8969ebbdb.shtml
对西藏自治区认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101437/202410/0d7290b03123418f96a6beccf002ddea.shtml
对安徽省认定机构2024年认定报备的第一批 高新技术企业进行备案的公示,/gqrdw/c101420/202410/ea8b32ea7541420ab71e12c3cbbe4ac4.shtml
对宁夏回族自治区认定机构2024年认定报备的第一批高新技术企业进行备案的公...,/gqrdw/c101441/202410/7fbabf5732424b2a96ad7e54f39daccc.shtml
对北京市认定机构2024年认定报备的第一批集成电路等领域政策试点高新技术企...,/gqrdw/c101407/202410/6fda6f20e63848bfba753329e93c3533.shtml
对海南省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101432/202410/688a2ea887f34dbdaf1c7cd162c028a8.shtml
对北京市认定机构2024年认定报备的第二批集成电路等领域政策试点高新技术企...,/gqrdw/c101407/202410/18814388f13d48939b04768c83cee80e.shtml
对江西省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101423/202410/823bed16d2204740abb7e046d04b6c1f.shtml
对新疆维吾尔自治区认定机构2024年认定报备的第二批高新技术企业进行备案的...,/gqrdw/c101442/202410/4049c26782ea40d0baba28a03a8278e7.shtml
对新疆维吾尔自治区认定机构2024年认定报备的第一批高新技术企业进行备案的...,/gqrdw/c101442/202410/0cba71ef93604dcaab1c74e028451324.shtml
对重庆市认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101433/202410/8d78c38268644e3bbb1e630fe57670df.shtml
对黑龙江省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101415/202410/aa647d36eff54bca9d8e143d8f98fe96.shtml
对河南省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101426/202410/85ca3c4396364a1d9aaaf19bb412c82c.shtml
对甘肃省认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101439/202410/45a9a9311fd247b0b985c5c82bf86807.shtml
对甘肃省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101439/202410/f6a57b8ce20045928f39172855e8a9e4.shtml
上海市认定机构：关于2024年上海市第三批取消高新技术企业资格的公告,/gqrdw/c101531/202410/890b351131ab4e84a4750c3512c08664.shtml
对四川省认定机构2024年认定报备的第一批高新技术企业进行备案的公示,/gqrdw/c101434/202410/359a083625d2446fb69e2d8b65b19fc9.shtml
对重庆市认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101433/202410/74967bed5be644138dcbe0c40f33b3ca.shtml
对黑龙江省认定机构2024年认定报备的第二批高新技术企业进行备案的公示,/gqrdw/c101415/202410/26ebb07982f44b858f064c1e3663d982.shtml
江苏省认定机构：关于江苏省2024年第七批高新技术企业更名的公告,/gqrdw/c101496/202410/03f531e655f142c1871f5d64c868631f.shtml
江苏省认定机构：关于江苏省2024年第七批高新技术企业更名的公告,/gqrdw/c101496/202410/24eb5ed15b674172a1dfb6e54dede32e.shtml
河北省认定机构：河北省高新技术企业认定管理工作领导小组关于公布河北省20...,/gqrdw/c101488/202410/2eee33849ff24a3993511b5c57c1e4cf.shtml
深圳市认定机构：深圳市工业和信息化局 深圳市财政局 国家税务总局深圳市税...,/gqrdw/c101581/202410/2f6b45d6138640ea9631099f89b0c7ee.shtml
厦门市认定机构：厦门市高新技术企业认定管理机构关于取消厦门百恒自动化科...,/gqrdw/c101537/202410/e389aca3aaf54b74b27fce3af37698ef.shtml
厦门市认定机构：关于取消厦门杰税税务师事务所有限公司等5家中介机构参与高...,/gqrdw/c101609/202410/cb5aca5df91a4d2791fbc3b1e785936a.shtml
厦门市认定机构：关于厦门市2024年第四批高新技术企业更名的公告,/gqrdw/c101501/202410/5436e65df70545b295c4dddb9d520247.shtml
厦门市认定机构：关于厦门市2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101573/202410/c766601ed8be459eb6ec2a426316c4b1.shtml
厦门市认定机构：关于厦门市2024年第五批高新技术企业更名的公告,/gqrdw/c101501/202410/0498671d51e14cceb5276b97c3685fd0.shtml
四川省认定机构：关于取消一石数字技术成都有限公司等3家企业有关年度高新技...,/gqrdw/c101549/202410/c817294ce6f94c1f8f3038dcdcd7369b.shtml
四川省认定机构：关于四川省2024年第二批高新技术企业更名的公告,/gqrdw/c101513/202410/3f1dafecc4e646bc99ac5c7b7054e5c4.shtml
贵州省认定机构：关于贵州省2024年第四批高新技术企业更名的公告,/gqrdw/c101514/202410/bfe8443d75ad45dc93db55205293b8e4.shtml
山东省认定机构：关于公布山东省2024年第二批高新技术企业更名名单的通知,/gqrdw/c101503/202410/941587a596664c589dc7396dd7cc0fde.shtml
湖南省认定机构：关于湖南省2024年第三批高新技术企业更名（含重大变化）的...,/gqrdw/c101507/202410/59c339f1ec7b4e7fba03847bebd08fc5.shtml
青岛市认定机构：关于青岛市2024年第四批更名高新技术企业的公告,/gqrdw/c101504/202410/4d152f4eed2b498e9389a0f721b47f96.shtml
内蒙古自治区认定机构：内蒙古自治区科学技术厅 财政厅 国家税务总局内蒙古...,/gqrdw/c101526/202410/c3f8507827534e9c9eaeae0ae60ea3ec.shtml
北京市认定机构：关于取消北京网矿科技有限公司等3家高新技术企业资格的公告,/gqrdw/c101522/202410/1aa66d38a49d46b59f4460c0048726a1.shtml
安徽省认定机构：关于取消安庆锯汇智能科技有限公司等73家企业高新技术企业...,/gqrdw/c101535/202410/61372589d7be4940beed39fa24cd2c46.shtml
江苏省认定机构：关于取消南京工大釜鼎能源技术有限公司高新技术企业资格的...,/gqrdw/c101532/202410/f670de8358ba422a9f6a7b9756fd3293.shtml
天津市认定机构：天津市关于取消天津星微软件开发有限公司高新技术企业资格...,/gqrdw/c101523/202410/9560e6a48ef54130b6e061ecdbfd5a7d.shtml
天津市认定机构：天津市关于取消天津星微软件开发有限公司高新技术企业资格...,/gqrdw/c101523/202410/9a705e6623e441a4b0f18fedc311d02d.shtml
天津市认定机构：天津市关于2024年第三批完成异地搬迁高新技术企业的公告,/gqrdw/c101559/202410/6933bbb1ddb04b23b526e02b2a1d7be7.shtml
天津市认定机构：天津市科学技术局 天津市财政局 国家税务总局天津市税务局...,/gqrdw/c101487/202410/0695b57f2b8b45779b92c9387317e03e.shtml
黑龙江省认定机构：关于取消黑龙江博纵智能科技有限公司高新技术企业资格的...,/gqrdw/c101530/202410/98ee00327e974984b6d3a5d8e768b5fd.shtml
北京市认定机构：关于北京市2024年第四批高新技术企业更名的通知,/gqrdw/c101486/202410/dcbf1625f26e4405b10595b8c0b8eccc.shtml
安徽省认定机构：关于公布安徽省2024年第二批更名高新技术企业名单的通知,/gqrdw/c101499/202410/a5c132ada22c429d93a6a8d32a068821.shtml
安徽省认定机构：关于公布安徽省2024年第一批更名高新技术企业名单的通知,/gqrdw/c101499/202410/02ff2748541b4cf5ade7ddbf1c98ff71.shtml
江苏省认定机构：关于江苏省2024年第六批高新技术企业更名的公告,/gqrdw/c101496/202410/b49adb5686eb45e685bbeb0b6c7d6464.shtml
北京市认定机构：北京市关于2024年第四批完成异地搬迁高新技术企业的公告,/gqrdw/c101558/202410/a9f32c03331e4093a76d71822c1f48e5.shtml
广东省认定机构：关于广东省2024年第七批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202410/7226605bc7524b52abff475b4b49979f.shtml
广东省认定机构：关于广东省2024年第七批高新技术企业更名的公告,/gqrdw/c101508/202410/1354726b500b467aaf4d086cd09a444d.shtml
广东省认定机构：关于广东省2024年第七批高新技术企业更名的公告,/gqrdw/c101508/202410/dbc45eef0c4c4119a5b17058ebd5ed6b.shtml
四川省认定机构：关于联通智网睿行科技（成都）有限公司等2家高新技术企业资...,/gqrdw/c101585/202409/aa9104d2a9c94c709ea1a66a0500e380.shtml
江苏省认定机构：关于辽联（江苏）信息技术股份有限公司等高新技术企业资格...,/gqrdw/c101568/202409/51eb53505b854680b7ff2c34766e9202.shtml
安徽省认定机构：关于安徽省2024年第三批完成异地整体搬迁高新技术企业的公...,/gqrdw/c101571/202409/c2f64558d9c142f49d32e05caab26aab.shtml
河北省认定机构：关于北京天瑞星光热技术有限公司等18家高新技术企业资格继...,/gqrdw/c101560/202409/a801a582ab6f421a81354cc628426bd4.shtml
山西省认定机构：山西省科学技术厅 山西省财政厅 国家税务总局山西省税务局...,/gqrdw/c101489/202409/a149c388f79442fb9011f233bb60db91.shtml
甘肃省认定机构：关于甘肃省2024年度第五批更名高新技术企业名单的公告,/gqrdw/c101518/202409/3c2a90f286324d06ab35b89525049851.shtml
江西省认定机构：关于江西省2024年第四批高新技术企业更名的公告,/gqrdw/c101502/202409/cda55d388ba0492fad5af57fe5b65583.shtml
贵州省认定机构：关于贵州省2024年第三批高新技术企业更名的公告,/gqrdw/c101514/202409/6a6beb1e4ea945048a73b1303a7c378f.shtml
湖北省认定机构：关于2024年第一批高新技术企业更名的公告,/gqrdw/c101506/202409/df20fa0f875c413cb6d000cac14c9002.shtml
青岛市认定机构：关于取消青岛铁科电气有限公司等32家企业高新技术企业资格...,/gqrdw/c101540/202409/1ddf35d29bc14c71a787c54e9df36d51.shtml
山东省认定机构：山东省科学技术厅 山东省财政厅 国家税务总局山东省税务局...,/gqrdw/c101575/202409/5e74716cf5ed4f4d954ad362e603daa0.shtml
湖南省认定机构：关于湖南省2024年第二批完成异地搬迁高新技术企业的公告,/gqrdw/c101579/202409/11f6505d2ec84240b92963b5389352ea.shtml
重庆市认定机构：重庆市高新技术企业认定管理机构办公室关于重庆市2024年第...,/gqrdw/c101584/202409/0fc6eb898da542f6b0f8ce9cb1ab8291.shtml
天津市认定机构：天津市科学技术局 天津市财政局 国家税务总局天津市税务局...,/gqrdw/c101487/202409/22845e4cf2e74bbb9268ea8f9de3b650.shtml
大连市认定机构：关于大连市2024年第三批高新技术企业更名的公告,/gqrdw/c101492/202409/d523aa000fce466389fb9098a58ae1f3.shtml
四川省认定机构：关于四川省取消成都柏睿教育咨询有限公司等33家企业有关年...,/gqrdw/c101549/202409/bcb1fe30b1944a549fb569c9bfb7e072.shtml
四川省认定机构：关于四川省2024年第一批高新技术企业更名的公告,/gqrdw/c101513/202409/eed8469cb2df4003b95227b16b91aa33.shtml
青岛市认定机构：关于丰千数化科技有限责任公司等2家企业高新技术企业资格继...,/gqrdw/c101576/202409/3e06ea7c8b5147519de902653e222ac9.shtml
青岛市认定机构：关于丰千数化科技有限责任公司等2家企业高新技术企业资格继...,/gqrdw/c101576/202409/8d31790dc05649a997edcf752c84b402.shtml
北京市认定机构：关于取消北京科瑞多环保科技有限公司等高新技术企业资格的...,/gqrdw/c101522/202408/c793679b0b3b47299627eec301f4a79a.shtml
北京市认定机构：北京市关于2024年第三批完成异地搬迁高新技术企业的公告,/gqrdw/c101558/202408/28f0576589754beabbfb36edb31a358e.shtml
北京市认定机构：关于北京市2024年第三批高新技术企业更名的通知,/gqrdw/c101486/202408/4a5668e20f3b425aabe1d8c832541382.shtml
江苏省认定机构：关于取消中科信保江苏网络系统工程有限公司等高新技术企业...,/gqrdw/c101532/202408/4f125f5efb644a46b26ff92b86a41cf8.shtml
江苏省认定机构：关于南京谦视智能科技有限公司等高新技术企业资格继续有效...,/gqrdw/c101568/202408/960dfed5a78e453e8b7dfbd2e71f89e8.shtml
江苏省认定机构：关于取消南通豪鑫运动用品有限公司等高新技术企业资格的公...,/gqrdw/c101532/202408/fdc27dfc247f414b88c795baaa28c860.shtml
重庆市认定机构：关于重庆市2024年第二批更名高新技术企业名单的公告,/gqrdw/c101512/202408/9bfc476f00094677b597a5aad4d628c2.shtml
海南省认定机构：关于同意海南昂雷科技有限公司等10家高新技术企业更名的通...,/gqrdw/c101511/202408/d438ed7bb8bc43f4aea6beee528e5406.shtml
广东省认定机构：关于广东省2024年第六批完成异地搬迁高新技术企业的公告,/gqrdw/c101508/202408/8428c1bc58a8405f80180243d92e7fdf.shtml
广东省认定机构：关于广东省2024年第六批完成异地搬迁高新技术企业的公告,/gqrdw/c101508/202408/e89c0463cf17433bbff8ef79f280470a.shtml
江西省认定机构：关于取消江西海福特卫生用品有限公司等企业高新技术企业资...,/gqrdw/c101538/202408/b286162e858d47fda19ad947c75dbf2c.shtml
广西壮族自治区认定机构：广西高新技术企业认定工作领导小组办公室关于取消...,/gqrdw/c101546/202408/727e54f4e79f463ab65fbceaff5e9313.shtml
甘肃省认定机构：甘肃省科技厅 甘肃省财政厅 国家税务总局甘肃省税务局关于...,/gqrdw/c101554/202408/53c8fd3866724cf98900456fc4d034d5.shtml
安徽省认定机构：关于取消安徽省楚汉食品有限公司等57家企业高新技术企业资...,/gqrdw/c101535/202408/c9f84914c493476d836156eb5180d5dc.shtml
河南省认定机构：关于公布河南省2024年第二批更名高新技术企业名单的通知,/gqrdw/c101505/202408/0c1940e63c5d421799b433d46981250c.shtml
河南省认定机构：关于公布河南省2024年第一批更名高新技术企业名单的通知,/gqrdw/c101505/202408/46acdbdae4b94305ac114bc130e3ecc8.shtml
浙江省认定机构：浙江省经济和信息化厅 浙江省财政厅 国家税务总局浙江省税...,/gqrdw/c101497/202408/50d0d0dfe4254372a0c98b282cf0fa7d.shtml
上海市认定机构：关于2024年上海市第二批取消高新技术企业资格的公告,/gqrdw/c101531/202408/7b34ba1143894fdb90ab992203954426.shtml
上海市认定机构：关于公布上海市2024年第一批高新技术企业更名名单的通知,/gqrdw/c101495/202408/d77d8bf1b5914bbfbfb4294626f378f3.shtml
上海市认定机构：关于公布上海市2024年第二批高新技术企业更名名单的通知,/gqrdw/c101495/202408/375b26cfd5b44fe3b88dce972a034bb8.shtml
厦门市认定机构：厦门市高新技术企业认定管理机构关于厦门市2024年第三批高...,/gqrdw/c101501/202408/db7b23515a6a4bde85c37560c9c80eda.shtml
甘肃省认定机构：关于甘肃省2024年度第四批更名高新技术企业名单的公告,/gqrdw/c101518/202408/3642de3f61b844e3938cd9734f68d151.shtml
甘肃省认定机构：关于甘肃省2024年度第三批更名高新技术企业名单的公告,/gqrdw/c101518/202408/4a71cf04c9eb48f3b5c2f42ddc436d9b.shtml
宁波市认定机构：关于宁波市2024年第二批异地整体搬迁高新技术企业资格继续...,/gqrdw/c101570/202408/fb9eb7a2e333434c90ccecfe3b1bab31.shtml
宁波市认定机构：关于公布宁波市2024年第二批更名高新技术企业名单的通知,/gqrdw/c101498/202408/aa5de33a444243bd90b162eb753d202e.shtml
青岛市认定机构：关于青岛市2024年第三批更名高新技术企业的公告,/gqrdw/c101504/202408/90511be86b4546fea2c9e4ce80865228.shtml
上海市认定机构：关于2024年上海市第一批取消高新技术企业资格的公告,/gqrdw/c101531/202408/d4299c19863241a58ebc64f717531693.shtml
海南省认定机构：关于海南四季花香农业科技发展有限公司等26家高新技术企业...,/gqrdw/c101583/202408/81edc97fc8604718aedcc5e3535728eb.shtml
黑龙江省认定机构：关于黑龙江省2024年第三批高新技术企业更名的公告,/gqrdw/c101494/202408/e75ee46006fe4d84ba60e5eb027dbea2.shtml
河南省认定机构：河南省关于2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101577/202408/3e0b4a77792346588996fb423ba9c051.shtml
浙江省认定机构：浙江省经济和信息化厅 浙江省财政厅 国家税务总局浙江省税...,/gqrdw/c101569/202408/1ec58c69769f47c89045e599efb99061.shtml
广东省认定机构：关于广东省2024年第六批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202408/5f76ba5ab774434090bca10ae90128bc.shtml
广东省认定机构：关于广东省2024年第六批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202408/c089d9bb5d3644969e02da3fc60b5b67.shtml
贵州省认定机构：关于贵州省2024年高新技术企业第二批更名的公告,/gqrdw/c101514/202408/91784302979c43a0b6ff830b1c135061.shtml
福建省认定机构：福建省科学技术厅 福建省财政厅 国家税务总局福建省税务局...,/gqrdw/c101536/202408/177f64feab464423862441e655ec8630.shtml
福建省认定机构：福建省科学技术厅 福建省财政厅 国家税务总局福建省税务局...,/gqrdw/c101500/202408/bcf64578311b4f368b75d9e34d1d0caf.shtml
青海省认定机构：关于青海省取消青海弘大农副产品购销有限公司等4家高新技术...,/gqrdw/c101555/202408/90d1840d2a234f4ca16d6ea66455edbd.shtml
天津市认定机构：关于天津市2024年第一批取消高新技术企业资格的公告,/gqrdw/c101523/202408/2a6e6ab1ffd2436aa52e374e2ca96c24.shtml
天津市认定机构：天津市科学技术局 天津市财政局 国家税务总局天津市税务局...,/gqrdw/c101487/202408/ac87cc8fabc044218a377683034ebc56.shtml
吉林省认定机构：关于吉林省2024年第二批高新技术企业更名的公告,/gqrdw/c101493/202408/39d1751529cf4e83ad8aa34d69ff8d9e.shtml
广东省认定机构：关于广东省2024年第五批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202408/bf17acb13ce949e7b9cec2f42346aa62.shtml
广东省认定机构：关于广东省2024年第五批高新技术企业更名的公告,/gqrdw/c101508/202408/7ecdfe9f91f24c1d83d23a7da5b24bdc.shtml
安徽省认定机构：关于安徽省2024年第二批完成异地搬迁高新技术企业的公告,/gqrdw/c101571/202408/12ceb7bd817d4620bdd6af5474f66bc9.shtml
上海市认定机构：关于上海市2024年第二批异地搬迁高新技术企业名单的公告,/gqrdw/c101567/202408/1053192530b34944b9bcc22354c782a9.shtml
天津市认定机构：天津市关于2024年第二批完成异地搬迁高新技术企业的公告,/gqrdw/c101559/202408/36c27968bba14a3ea72a3fd0bd56579d.shtml
湖北省认定机构：关于取消武汉福迪康医疗器械有限公司等95家高新技术企业资...,/gqrdw/c101542/202407/ef88dbd580ed42958736bdd708c8b338.shtml
湖北省认定机构：关于2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101578/202407/4cfc5c99ce70464da4a7aea0896c8369.shtml
上海市认定机构：关于公布上海市2023年第四批高新技术企业更名名单的通知,/gqrdw/c101495/202407/e87befb0ff5c4bf2808afc4b14dba9d9.shtml
大连市认定机构：关于大连市2024年第二批高新技术企业更名的公告,/gqrdw/c101492/202407/380c417be7284a4dad332d426e17d22c.shtml
甘肃省认定机构：甘肃省科技厅 甘肃省财政厅 国家税务总局甘肃省税务局关于...,/gqrdw/c101554/202407/90323aef9b4b4db8ad63c6c2163f2124.shtml
江苏省认定机构：关于同意江苏省2024年第五批高新技术企业更名的公告,/gqrdw/c101496/202407/60efc7b5973840b2995d0afaa14deabb.shtml
浙江省认定机构：浙江省经济和信息化厅 浙江省财政厅 国家税务总局浙江省税...,/gqrdw/c101569/202407/de033d4afcf145d1907524d0fddcf324.shtml
浙江省认定机构：浙江省经济和信息化厅 浙江省财政厅 国家税务总局浙江省税...,/gqrdw/c101497/202407/3ca186379d334d8ea803994b35fff90f.shtml
广东省认定机构：关于广东省2024年第四批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202407/fd1bc238b85b43f291782cb7d89fffec.shtml
广东省认定机构：关于广东省2024年第四批高新技术企业更名的公告,/gqrdw/c101508/202407/210b7e2ae40548a0acbc86d91a2c000f.shtml
