Title,Link
江西省认定机构：关于江西省2024年第三批高新技术企业更名的公告,/gqrdw/c101502/202407/2532ae87bd634a2bb2cd25a89ae17d91.shtml
厦门市认定机构：厦门市高新技术企业认定管理机构关于厦门市2024年第二批高...,/gqrdw/c101501/202407/02a8f2032f57433595bd5a257497b9ee.shtml
贵州省认定机构：贵州省关于取消8户高新技术企业资格的公告,/gqrdw/c101550/202407/7607090abee94f50ab1165c8db39b815.shtml
浙江省认定机构：关于浙江省2023年第二批拟更名高新技术企业名单的公示,/gqrdw/c101497/202407/0a29a11ed8764a83afbd7620bf34eb11.shtml
浙江省认定机构：关于浙江省2023年第二批拟更名高新技术企业名单的公示,/gqrdw/c101497/202407/95a5870c94d34ef8a5064ae2cf2229e6.shtml
江苏省认定机构：关于同意江苏省2024年第四批高新技术企业更名的公告,/gqrdw/c101496/202407/3788afdc90bf4739a5c0cee9e1879066.shtml
江苏省认定机构：关于深蓝探索动力科技无锡有限公司等高新技术企业资格继续...,/gqrdw/c101568/202407/84ac911cb1994feb89343e106e513c02.shtml
重庆市认定机构：重庆市高新技术企业认定管理机构关于取消恒鼎环境检测有限...,/gqrdw/c101548/202407/e43aa57a04be45c2b67b06f5294de880.shtml
浙江省认定机构：关于浙江省2023年第一批拟更名高新技术企业名单的公示,/gqrdw/c101497/202407/40f20bbeb84c4fb18431e4f61f4c3f2a.shtml
大连市认定机构：关于取消汇创科技服务（大连）有限公司高新技术企业资格的...,/gqrdw/c101528/202407/ecf1f6174ace4edab0af292909a2948b.shtml
北京市认定机构：关于北京市2024年第二批高新技术企业更名的通知,/gqrdw/c101486/202407/92216248e9774f17bb86e7184566340e.shtml
天津市认定机构：天津市关于2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101559/202407/5dfa5adb98cd4b0185c5e04541fea352.shtml
福建省认定机构：福建省科学技术厅 福建省财政厅 国家税务总局福建省税务局...,/gqrdw/c101536/202407/001c773406b04c2d993afc458780dfa1.shtml
湖南省认定机构：关于湖南省2024年第二批高新技术企业更名（含重大变化）的...,/gqrdw/c101507/202407/ed7c1ace83a74564947216932abff54e.shtml
河南省认定机构：关于取消郑州康诺生物科技有限公司等企业高新技术企业资格...,/gqrdw/c101541/202407/df749a48709140f39537624b99fb8237.shtml
广东省认定机构：广东省科学技术厅 广东省财政厅 国家税务总局广东省税务局...,/gqrdw/c101544/202407/9dacd0bf8fab4a4989a174e344f29327.shtml
黑龙江省认定机构：关于取消哈尔滨天立宝节能科技发展有限公司等8家企业高新...,/gqrdw/c101530/202406/aac931edd8b14afca0cbd8d589f17648.shtml
广东省认定机构：关于广东省2024年第二批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202406/75663ff8896a4f6a866f8e2376bd302e.shtml
广西壮族自治区认定机构：广西高新技术企业认定工作领导小组办公室关于广西...,/gqrdw/c101582/202406/27d071accd714323a2dd95dad5104d05.shtml
海南省认定机构：关于海南龙凤瀑生物科技有限公司等11家高新技术企业资格继...,/gqrdw/c101583/202406/dd33969f73f14cc99912753f7a12b781.shtml
内蒙古自治区认定机构：内蒙古自治区科学技术厅关于2024年第一批高新技术企...,/gqrdw/c101490/202406/daabdbfb9abc46709c0e781a63ab3b54.shtml
黑龙江省认定机构：关于黑龙江省2024年第二批高新技术企业更名的公告,/gqrdw/c101494/202406/4c480a01a7804789a469b050cf0dc27e.shtml
广西壮族自治区认定机构：广西高新技术企业认定工作领导小组办公室关于广西...,/gqrdw/c101510/202406/d241bd33dc98473488cd33dd83496ead.shtml
黑龙江省认定机构：关于取消哈尔滨电表仪器厂（集团）有限公司等30家企业高...,/gqrdw/c101530/202406/3a73285d2005485c879c93384bbfb949.shtml
黑龙江省认定机构：关于取消哈尔滨电表仪器厂（集团）有限公司等30家企业高...,/gqrdw/c101530/202406/b0e884f2b9604180bb60ba2217c8a330.shtml
青岛市认定机构：关于青岛市2024年第二批更名高新技术企业的公告,/gqrdw/c101504/202406/37657d068fe2475f907abb793784089c.shtml
福建省认定机构：福建省科学技术厅 福建省财政厅 国家税务总局福建省税务局...,/gqrdw/c101500/202406/5457a29e877c4147af7e5fd420b3ed88.shtml
内蒙古自治区认定机构：内蒙古自治区科学技术厅关于公布2024年第二批更名高...,/gqrdw/c101490/202406/88523faa0d4d4987973e51442ad05e9b.shtml
宁波市认定机构：关于公布宁波市2024年第一批更名高新技术企业名单的通知,/gqrdw/c101498/202406/122772370fef4fa0beafc90a4b94e535.shtml
甘肃省认定机构：关于甘肃省2024年度第二批更名高新技术企业名单的公告,/gqrdw/c101518/202406/920b4a723ef944468ef913e9ad520bee.shtml
广西壮族自治区认定机构：广西高新技术企业认定工作领导小组办公室关于广西...,/gqrdw/c101510/202406/a3c991c931df40afab5c64b5c639a37e.shtml
山东省认定机构：山东省科学技术厅 山东省财政厅 国家税务总局山东省税务局...,/gqrdw/c101503/202406/ac51da23f5de4657954191244f0ec07d.shtml
广西壮族自治区认定机构：广西高新技术企业认定工作领导小组办公室关于广西...,/gqrdw/c101510/202406/c369247320c74d95a87bd339d458411d.shtml
西藏自治区认定机构：关于西藏自治区2024年第2批完成异地搬迁高新技术企业的...,/gqrdw/c101588/202406/2cf978038b6e4ffabbc41db6d6f02121.shtml
青岛市认定机构：关于青岛市2023年度第五批更名高新技术企业的公告,/gqrdw/c101504/202406/4dfccfecb0f344b1b2862482ec001549.shtml
江苏省认定机构：关于无锡宜景智能科技有限公司等高新技术企业资格继续有效...,/gqrdw/c101568/202406/bb7b119948004901a611a4d0db856df9.shtml
深圳市认定机构：关于取消深圳市兔拉检测科技有限公司等2家企业高新技术企业...,/gqrdw/c101545/202406/c5c7108328c9473bae9b5a31841eb540.shtml
深圳市认定机构：关于取消深圳市中建南方建设集团有限公司等5家企业高新技术...,/gqrdw/c101545/202406/bbb65c58c3d4415dba76b386b9cdcfbf.shtml
重庆市认定机构：关于取消重庆优贝家儿童产业有限公司等121家企业高新技术企...,/gqrdw/c101548/202406/664d8ba442bc44e8900c39ddd2d28d8a.shtml
黑龙江省认定机构：关于取消黑龙江智深科技有限公司等64家企业高新技术企业...,/gqrdw/c101530/202406/9fb1718720064527a272bfedd1939b8d.shtml
广东省认定机构：关于广东省2024年第三批高新技术企业更名的公告,/gqrdw/c101508/202406/a10138fdc7f846e2a0a22a09ba691241.shtml
广东省认定机构：关于广东省2024年第三批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202406/3da901a7cc514cbdbbdf75826e59454a.shtml
宁波市认定机构：关于宁波市2024年第一批异地整体搬迁高新技术企业资格继续...,/gqrdw/c101570/202406/24c4e19172ee459c940a97ad07f780bd.shtml
重庆市认定机构：关于重庆市2024年第一批高新技术企业更名通过企业的公告,/gqrdw/c101512/202405/c267b5e91002493eb721f9ff5e380fc0.shtml
北京市认定机构：北京市关于2024年第二批完成异地搬迁高新技术企业的公告,/gqrdw/c101558/202405/ee6485126d4d4cdf8c52f78ae471fe74.shtml
贵州省认定机构：关于贵州省取消2户企业高新技术企业资格的公告,/gqrdw/c101550/202405/e1a9b0e13abe409c997961892e7da906.shtml
江西省认定机构：关于江西省2024年第二批高新技术企业更名的公告,/gqrdw/c101502/202405/4caa7f1f30044a2a816f2ea9d7cea5af.shtml
江西省认定机构：关于江西省2024年第二批高新技术企业更名的公告,/gqrdw/c101502/202405/ff7439070c2b4fd4ae411bac26167cdb.shtml
四川省认定机构：关于四川招华智能股份有限公司高新技术企业资格继续有效的...,/gqrdw/c101585/202405/4a0402b19b4b4622beee11519e67aeb2.shtml
重庆市认定机构：重庆市关于2024年第二批完成异地搬迁高新技术企业的公告,/gqrdw/c101584/202405/0a23a4425d1f42a1959317e9032b31e1.shtml
深圳市认定机构：深圳市工业和信息化局 深圳市财政局 国家税务总局深圳市税...,/gqrdw/c101509/202405/f4dfc3715954443a9b33f5452c8e3778.shtml
厦门市认定机构：厦门市高新技术企业认定管理办公室关于厦门市2024年第一批...,/gqrdw/c101501/202405/2fefce9917f54ce8855d22c96767e7fa.shtml
四川省认定机构：关于四川安农聚智科技有限公司高新技术企业资格继续有效的...,/gqrdw/c101585/202405/e5c344a04fb34d23849ae8a0e1a52485.shtml
贵州省认定机构：关于贵州省2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101586/202405/de28a9164b604763b7555b4ba0f7be4c.shtml
贵州省认定机构：关于贵州省2024年高新技术企业第一批更名的公告,/gqrdw/c101514/202405/0a8dff8203d44192beb5d599c2bff022.shtml
贵州省认定机构：关于贵州省取消21户企业高新技术企业资格的公告,/gqrdw/c101550/202405/09f3a5fafaca4b3eab8e16ca8b515a7a.shtml
山西省认定机构:山西省科学技术厅 山西省财政厅 国家税务总局山西省税务局关...,/gqrdw/c101525/202405/36e19bfdf28744909a766e8c26951a4f.shtml
大连市认定机构：关于大连市2024年第一批高新技术企业更名的公告,/gqrdw/c101492/202405/0cb4ab4559fc4409834de129066d00f7.shtml
安徽省认定机构：关于取消滁州兴恒精密工业有限公司等16家企业高新技术资格...,/gqrdw/c101535/202405/3526c15f6f6b4ad5834a3a11fa15b0db.shtml
安徽省认定机构：关于安徽省2024年第一批完成异地整体搬迁高新技术企业的公...,/gqrdw/c101571/202405/544570704de94951bc5d7edc498b3240.shtml
江苏省认定机构：关于取消江苏博丝泰钢纤维有限公司高新技术企业资格的公告,/gqrdw/c101532/202405/c016a77d6aa24a32baa4cd566af1555c.shtml
江苏省认定机构：关于取消江苏淮阴华新纸品有限公司等高新技术企业资格的公...,/gqrdw/c101532/202405/48ed709a83064928b5a5df29ec46bbba.shtml
江苏省认定机构：关于同意江苏省2024年第三批高新技术企业更名的公告,/gqrdw/c101496/202405/17069d4be33d4de5a77f0868c27faefe.shtml
湖北省认定机构：关于取消武汉卓美哒科技有限公司等103家高新技术企业资格的...,/gqrdw/c101542/202405/348a6cac3c614732b90c9c23b54d0068.shtml
西藏自治区认定机构：关于西藏自治区2024年第一批完成异地搬迁高新技术企业...,/gqrdw/c101588/202404/169cf01db88f4c8aad1acc8c42aab82c.shtml
西藏自治区认定机构：关于西藏自治区2024年第一批完成异地搬迁高新技术企业...,/gqrdw/c101588/202404/2113c0687163475dac4e51a387b4a0d0.shtml
湖南省认定机构：关于湖南省2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101579/202404/3e9444f84141439ab4d92f19a1c80343.shtml
厦门市认定机构：关于取消海德发（厦门）新材料科技有限公司等20家企业高新...,/gqrdw/c101537/202404/3abce789c90b4e75922383a4c559bdc1.shtml
上海市认定机构：关于上海市2024年第一批异地搬迁高新技术企业名单的公告,/gqrdw/c101567/202404/3aa9f71039214211b65795b9c62ddba3.shtml
山西省认定机构：关于2024年山西省第二批完成异地搬迁高新技术企业公告,/gqrdw/c101561/202404/1299b01f48f141999776c6cdd0f32526.shtml
山西省认定机构：山西省科学技术厅 山西省财政厅 国家税务总局山西省税务局...,/gqrdw/c101489/202404/b9ba2350238a434887ca8776a3703757.shtml
北京市认定机构：关于北京市2024年第一批高新技术企业更名的通知,/gqrdw/c101486/202404/f6703d326d9a4b6fa85a88b9fc0dc4ab.shtml
北京市认定机构：北京市关于2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101558/202404/89342f36ceaa4f15a00e599777a2c3a9.shtml
北京市认定机构：关于取消北京汇通融业科技发展有限公司等企业高新技术企业...,/gqrdw/c101522/202404/43f821dadbb64d1583c8aae3ca4a299b.shtml
广东省认定机构：广东省科学技术厅 广东省财政厅 国家税务总局广东省税务局...,/gqrdw/c101544/202404/fe2cf60136b443768c281211e0619bc7.shtml
江苏省认定机构：关于同意江苏省2024年第二批高新技术企业更名的公告,/gqrdw/c101496/202404/72c19dc82cef4cb3a7b47d9aede8881e.shtml
对四川省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101470/202404/2596494e82f34f38b59a758d6cf5eda5.shtml
对海南省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101468/202404/9d2c708071c24fcdaffe0b04baf0f244.shtml
对青岛市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101461/202404/ee8a590c7a6d401baf6ed5c62eff880c.shtml
对重庆市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101469/202404/384b91f7124e41ebb7880bb1a65ba1e4.shtml
对广东省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101465/202404/26114a413bbe4eeb83bbb79cabf6043d.shtml
对云南省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101472/202404/39331349652847b491e4510e596c2ae9.shtml
对宁夏回族自治区认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101477/202404/7e37576ddcce41d9906361a650511ef3.shtml
对河南省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101462/202404/b8494d23f6de4fb686f5e83b878fa327.shtml
对天津市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101444/202404/7ecae1b5ceaf4d678a875f12ddbedbbc.shtml
对山西省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101446/202404/8e512984f7664439823cc3cae6236acf.shtml
对江苏省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101453/202404/4db27e4072ae4366aa55351d228b875d.shtml
对广西壮族自治区认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101467/202404/35e4975c61124e69b7ae1ccabf02eaaa.shtml
对湖北省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101463/202404/d357bf6ec10a432c82054e8100ad2f68.shtml
对北京市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101443/202404/b73dc80563b64f77a0b0c2412230edd9.shtml
对贵州省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101471/202404/5cae7faa979c4f3db6d2d761181d38e3.shtml
对浙江省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101454/202404/802ebaaaf9d1459c83789cbd7ea22479.shtml
对辽宁省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101448/202404/0a1aebd5c5064af0958aa560bd8ff2dc.shtml
对厦门市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101458/202404/8abfd53be0bf4bd39965e152bbbfeb69.shtml
对福建省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101457/202404/0138c90f616946358687db53c76430b4.shtml
对新疆维吾尔自治区认定机构2023年认定报备的高新技术企业进行补充备案的公...,/gqrdw/c101478/202404/6aced1841c814f368034aa9d70d34641.shtml
对甘肃省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101475/202404/5020195a4cf64095b7e209af6ec36adb.shtml
对西藏自治区认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101473/202404/f0c194b3c43b4bf68954cd4322509700.shtml
对深圳市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101466/202404/c64c9d47660145c9a2f6480e76979cb6.shtml
对安徽省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101456/202404/39a1a11ed3c34b8bb7d27534d6584e1e.shtml
对吉林省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101450/202404/1b915b1b6db94952a854260e5fb15491.shtml
对湖南省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101464/202404/999a5881be2b47e6bc577e4bde3fcf6a.shtml
对大连市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101449/202404/dc0dca26221c4242b1750107cf6a0c71.shtml
对黑龙江省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101451/202404/f79377c12a644795b5ee1265a75625e4.shtml
对江西省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101459/202404/e97e2fcd21cb49fba81c2e4c7c82f395.shtml
对山东省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101460/202404/2450edf577384f6f9d9afda70df98fe5.shtml
对上海市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101452/202404/a1332ea7cff64af694f0624e2217e871.shtml
对宁波市认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101455/202404/a97d92fbf5c34d21879ec827a5f4bcfa.shtml
对青海省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101476/202404/e6f39da03b43470497632a0f0425732a.shtml
对河北省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101445/202404/1e2bef4bbc4d48ecb3ff8dd64b778859.shtml
对陕西省认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101474/202404/affcff8883af4a6ea5f818aa69fad56a.shtml
对内蒙古自治区认定机构2023年认定报备的高新技术企业进行补充备案的公告,/gqrdw/c101447/202404/a290554ba548489ea8b438e669ba8ea6.shtml
青岛市认定机构：关于青岛市2024年度第一批更名高新技术企业的公告,/gqrdw/c101504/202404/ccb8032205c646c49f71611404d26600.shtml
广东省认定机构：关于广东省2024年第二批高新技术企业更名的公告,/gqrdw/c101508/202404/758633c8939e4f28b2e4b6eb5f93bd3d.shtml
贵州省认定机构：关于取消贵州富士亲旺光电制造有限公司高新技术企业资格的...,/gqrdw/c101550/202404/f8ac15dd1e844d58978f3190da87babf.shtml
广西壮族自治区认定机构：关于广西壮族自治区2024年第一批完成异地搬迁高新...,/gqrdw/c101582/202404/5435d99e5fb6421082eabe80f136f73f.shtml
黑龙江省认定机构：关于黑龙江省2024年第一批高新技术企业更名的公告,/gqrdw/c101494/202404/cae70ff953674a578146136d9096efa1.shtml
江苏省认定机构：关于张家港市港语云传媒科技有限公司等高新技术企业资格继...,/gqrdw/c101568/202403/c59d712476db4990b4f7af2f3c398556.shtml
海南省认定机构：关于同意三亚天涯行城市通卡科技有限公司等10家高新技术企...,/gqrdw/c101511/202403/f517aca910944ba6aabe2671f3099142.shtml
湖南省认定机构：关于湖南省2024年第一批高新技术企业更名（含重大变化）的...,/gqrdw/c101507/202403/b4fcc6a8ca9741de9fabb82d6d95163f.shtml
四川省认定机构：关于成都永新医疗设备有限公司高新技术企业资格继续有效的...,/gqrdw/c101585/202403/aa4080203dce487db213332d85f94529.shtml
海南省认定机构：关于海南禹帆科技有限公司等8家高新技术企业资格继续有效的...,/gqrdw/c101583/202403/bec57cc1245548c78ed0e00e151466a3.shtml
深圳市认定机构：深圳市科技创新委员会 深圳市财政局 国家税务总局深圳市税...,/gqrdw/c101545/202403/64c7fa00c95b4d008f6ad1ef5f42438d.shtml
江西省认定机构：关于江西省2024年第一批高新技术企业更名的公告,/gqrdw/c101502/202403/687168ada8db40e7b1340e6f09d41210.shtml
西藏自治区认定机构：关于西藏自治区2024年第一批高新技术企业更名的公告,/gqrdw/c101516/202403/5d5ec28e1c84441a844f22b053d03045.shtml
青岛市认定机构：关于标贝（青岛）科技有限公司等2家企业高新技术企业资格继...,/gqrdw/c101576/202403/165f3e7cc54a4a5b998e989201f6816e.shtml
青岛市认定机构：关于撤销宇康善水生物科技有限公司高新技术企业资格的公告,/gqrdw/c101540/202403/2b9c3734389c4b0397185cc33c33eda8.shtml
安徽省认定机构：关于取消合肥云迅汇智信息科技有限公司等73家企业高新技术...,/gqrdw/c101535/202403/8cfba7e9f77a435f9bcbd09f628d880b.shtml
安徽省认定机构：关于公布安徽省2023年第四批更名高新技术企业名单的通知,/gqrdw/c101499/202403/9f6efe5ba81b41048ab50e2ca1e03816.shtml
安徽省认定机构：关于安徽省2023年第四批完成异地整体搬迁高新技术企业的公...,/gqrdw/c101571/202403/54b440d6968d4e5080e56a5b91fd10d6.shtml
安徽省认定机构：关于取消安徽丰源车业有限公司等36家企业高新技术企业资格...,/gqrdw/c101535/202403/714c310bdcac473588678aebf6cb1749.shtml
云南省认定机构：关于云南省2024年第一批异地整体搬迁高新技术企业资格继续...,/gqrdw/c101587/202403/e1bc7f3717cd47dd8bc9f317aa27304a.shtml
山西省认定机构：山西省科学技术厅 山西省财政厅 国家税务总局山西省税务局...,/gqrdw/c101489/202403/f857759b75cc48728a49e9f6065c251d.shtml
山西省认定机构：关于2024年山西省第一批完成异地搬迁高新技术企业公告,/gqrdw/c101561/202403/f0d380047dec4c58ac8e81ab2ad85b92.shtml
广东省认定机构：广东省科学技术厅 广东省财政厅 国家税务总局广东省税务局...,/gqrdw/c101544/202402/6c9f7c287eeb4327ab3fad16968a7815.shtml
青岛市认定机构：关于山东苍穹软件技术有限公司等2家企业高新技术企业资格继...,/gqrdw/c101576/202402/0a63f108c5be4a8d9cbf6ece74b691c7.shtml
江西省认定机构：关于取消江西来客互联网信息技术服务有限公司等企业高新技...,/gqrdw/c101538/202402/5c00ff44c74541e3b8045a5d7497fb64.shtml
江苏省认定机构：关于同意江苏省2024年第一批高新技术企业更名的公告,/gqrdw/c101496/202402/18210ac78d884086a5b5ba5a28b18047.shtml
江苏省认定机构：关于华经智能信息（江苏）有限公司等高新技术企业资格继续...,/gqrdw/c101568/202402/3d96e223907c4caa8341ec9bd74c034e.shtml
江苏省认定机构：关于同意江苏省2023年第十三批高新技术企业更名的公告,/gqrdw/c101496/202402/0d8d705003604403a8aa64bddbd3e916.shtml
重庆市认定机构：重庆市关于2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101584/202402/7727fdb0607e4be480266fcf51b0e01b.shtml
甘肃省认定机构：关于甘肃省2024年度第一批更名高新技术企业名单的公告,/gqrdw/c101518/202402/72caef61c0864121b5a3f152d8533e86.shtml
厦门市认定机构：厦门市高新技术企业认定管理办公室关于取消厦门市恒创互联...,/gqrdw/c101537/202402/23644e3f34e94401a15696033cac27d6.shtml
吉林省认定机构：吉林省关于2024年第一批高新技术企业更名的公告,/gqrdw/c101493/202402/549924f4cba44b4cb77177038e6a631c.shtml
广东省认定机构：关于广东省2024年第一批高新技术企业更名的公告,/gqrdw/c101508/202402/f535412ec1dc4680866a2279d9c52b4e.shtml
福建省认定机构：福建省科学技术厅 福建省财政厅 国家税务总局福建省税务局...,/gqrdw/c101536/202402/6f67cac66ae5427ab8264dd6022b0703.shtml
福建省认定机构：福建省科学技术厅 福建省财政厅 国家税务总局福建省税务局...,/gqrdw/c101536/202402/b5f72141ebf847cfb036f368c1c6c686.shtml
广东省认定机构：关于广东省2024年第一批完成异地搬迁高新技术企业的公告,/gqrdw/c101580/202402/e60626f3ec6c41bcb5cfc9d764c3ecf1.shtml
青岛市认定机构：关于取消青岛凯旭云通信息科技有限公司等181家企业高新技术...,/gqrdw/c101540/202401/ef0ff6488a0a426dbfa672a2088765ef.shtml
天津市认定机构：关于天津市2023年第三批高新技术企业更名的公告,/gqrdw/c101487/202401/90aa4fdf44e945d0afbe78d112a2ac0b.shtml
海南省认定机构：关于取消47家高新技术企业资格的公告,/gqrdw/c101547/202401/493c4e5504a94a1893950b1134fb5f0c.shtml
四川省认定机构：关于取消德阳创新科技服务有限公司等3家年度高新技术企业资...,/gqrdw/c101549/202401/f3baf2c50851492f9aeda39a9dd920f8.shtml
贵州省认定机构：关于贵州省取消37户企业高新技术企业资格的通知,/gqrdw/c101550/202401/92e5219b3c9e4e249d983db5275e4189.shtml
对广东省认定机构2023年认定报备的第三批高新技术企业进行备案的公告,/gqrdw/c101465/202401/30351190e7674daf8c837526382b31e0.shtml
对广东省认定机构2023年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101465/202401/4ec4684638e74cd193546c5ad95d3fea.shtml
对广东省认定机构2023年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101465/202401/08ad4b629748496c99e9bda3aee0787a.shtml
对河南省认定机构2023年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101462/202401/5f5fe03b587d48f08b153f1524eb2754.shtml
对福建省认定机构2023年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101457/202401/37e18d031d6344ac97df4e3d62960bb6.shtml
对福建省认定机构2023年认定报备的第一批高新技术企业进行备案的公告,/gqrdw/c101457/202401/40425243d24047cebec3b3a90f996cae.shtml
对四川省认定机构2023年认定报备的第二批高新技术企业进行备案的公告,/gqrdw/c101470/202401/d442e8a01c4f4bc89edbfe838db8b487.shtml
对宁波市认定机构2023年认定报备的第一批高新技术企业进行补充备案的公告,/gqrdw/c101455/202401/7d014844a66840c98fa064d8a9099768.shtml
内蒙古自治区认定机构：关于取消美森工业技术有限公司等6家高新技术企业资格...,/gqrdw/c101526/202401/42b7e1c2080d4318acf52997c11951f3.shtml
山西省认定机构：关于2023年山西省第二批完成异地搬迁高新技术企业公告,/gqrdw/c101561/202401/2e957305da5e46ffbd6450ab4fb1cd65.shtml
内蒙古自治区认定机构：关于内蒙古自治区2023年第一批完成异地搬迁高新技术...,/gqrdw/c101562/202401/4e6c497917fb497a9b1ed5ffc1155b4b.shtml
对深圳市认定机构2023年认定报备的第五批高新技术企业进行备案的公告,/gqrdw/c101466/202401/3aac7374462c4aa092a49114c8b78632.shtml
对北京市认定机构2023年认定报备的第四批高新技术企业进行备案的公告,/gqrdw/c101443/202401/cb713f947a4047f297fa650d5da756c3.shtml
